date,l,m,h,na,sum
2010-12-06,5,0,0,0,5
2010-12-07,1,0,0,0,1
2010-12-08,2,0,0,0,2
2010-12-09,4,0,0,0,4
2010-12-11,3,0,0,0,3
2010-12-12,5,0,0,0,5
2010-12-13,4,0,0,0,4
2010-12-14,1,0,0,0,1
2010-12-15,1,0,0,0,1
2010-12-16,2,0,0,0,2
2010-12-17,1,0,0,0,1
2010-12-19,1,0,0,0,1
2010-12-20,2,0,0,0,2
2010-12-21,2,0,0,0,2
2010-12-23,2,0,0,0,2
2010-12-27,0,1,0,0,1
2010-12-28,1,1,0,0,2
2010-12-29,6,3,0,0,9
2010-12-30,2,0,0,0,2
2011-01-02,2,0,0,0,2
2011-01-04,3,0,0,0,3
2011-01-07,4,0,0,0,4
2011-01-08,4,1,0,0,5
2011-01-09,1,0,0,0,1
2011-01-10,2,0,0,0,2
2011-01-11,1,0,0,0,1
2011-01-14,1,0,0,0,1
2011-01-15,4,0,0,0,4
2011-01-16,3,0,0,0,3
2011-01-18,3,0,0,0,3
2011-01-20,2,0,0,0,2
2011-01-21,0,1,0,0,1
2011-01-22,2,0,0,0,2
2011-01-24,1,1,0,0,2
2011-01-25,1,1,0,0,2
2011-01-26,1,0,0,0,1
2011-01-27,2,2,0,0,4
2011-01-28,11,2,0,0,13
2011-01-29,30,1,0,0,31
2011-01-30,17,0,0,0,17
2011-02-01,1,0,0,0,1
2011-02-03,1,0,0,0,1
2011-02-04,1,0,0,0,1
2011-02-06,4,0,0,0,4
2011-02-08,3,0,0,0,3
2011-02-09,2,0,0,0,2
2011-02-11,3,0,0,0,3
2011-02-12,7,0,0,0,7
2011-02-13,11,0,0,0,11
2011-02-14,8,1,0,0,9
2011-02-15,10,4,0,0,14
2011-02-16,5,1,0,0,6
2011-02-17,8,0,0,0,8
2011-02-18,4,1,0,0,5
2011-02-19,37,1,0,0,38
2011-02-20,32,0,0,0,32
2011-02-21,3,0,0,0,3
2011-02-22,4,0,0,0,4
2011-02-23,8,0,0,0,8
2011-02-24,9,0,0,0,9
2011-02-25,4,1,0,0,5
2011-02-26,4,0,0,0,4
2011-02-27,6,0,1,0,7
2011-02-28,13,2,0,0,15
2011-03-01,44,0,0,0,44
2011-03-02,8,0,0,0,8
2011-03-03,11,2,1,0,14
2011-03-04,1,5,0,0,6
2011-03-05,1,0,0,0,1
2011-03-06,4,1,0,0,5
2011-03-07,2,4,0,0,6
2011-03-08,2,0,0,0,2
2011-03-09,2,0,0,0,2
2011-03-10,9,2,0,0,11
2011-03-11,26,1,0,0,27
2011-03-12,74,1,0,0,75
2011-03-13,5,0,0,0,5
2011-03-14,4,0,0,0,4
2011-03-15,4,0,0,0,4
2011-03-16,38,0,0,0,38
2011-03-17,6,1,1,0,8
2011-03-18,9,0,0,0,9
2011-03-19,11,0,0,0,11
2011-03-20,8,0,0,0,8
2011-03-21,8,0,0,0,8
2011-03-22,23,9,1,0,33
2011-03-23,18,2,0,0,20
2011-03-24,52,7,0,0,59
2011-03-25,87,9,0,0,96
2011-03-26,77,3,0,0,80
2011-03-27,40,1,0,0,41
2011-03-28,6,0,0,0,6
2011-03-29,16,0,0,0,16
2011-03-30,14,0,0,0,14
2011-03-31,1,1,0,0,2
2011-04-01,55,3,0,0,58
2011-04-02,152,9,0,0,161
2011-04-03,117,21,1,0,139
2011-04-04,38,4,5,0,47
2011-04-05,37,3,4,0,44
2011-04-06,73,13,0,0,86
2011-04-07,78,6,2,0,86
2011-04-08,122,3,5,0,130
2011-04-09,194,12,4,0,210
2011-04-10,255,47,49,0,351
2011-04-11,56,13,0,0,69
2011-04-12,62,11,0,0,73
2011-04-13,172,21,35,0,228
2011-04-14,148,14,68,0,230
2011-04-15,154,50,71,0,275
2011-04-16,91,39,11,0,141
2011-04-17,156,9,0,0,165
2011-04-18,242,18,2,0,262
2011-04-19,74,20,7,0,101
2011-04-20,62,18,31,0,111
2011-04-21,19,13,9,0,41
2011-04-22,60,24,30,0,114
2011-04-23,66,5,45,0,116
2011-04-24,60,21,12,0,93
2011-04-25,47,59,1,0,107
2011-04-26,38,66,2,0,106
2011-04-27,38,28,56,0,122
2011-04-28,72,59,17,0,148
2011-04-29,123,8,0,0,131
2011-04-30,232,7,11,0,250
2011-05-01,54,2,35,0,91
2011-05-02,25,13,26,0,64
2011-05-03,55,2,0,0,57
2011-05-04,62,2,0,0,64
2011-05-05,54,2,1,0,57
2011-05-06,24,2,0,0,26
2011-05-07,75,0,0,0,75
2011-05-08,116,4,3,0,123
2011-05-09,166,7,4,0,177
2011-05-10,209,27,4,0,240
2011-05-11,191,29,7,0,227
2011-05-12,183,21,6,0,210
2011-05-13,81,4,2,0,87
2011-05-14,75,21,1,0,97
2011-05-15,73,19,4,0,96
2011-05-16,113,29,16,0,158
2011-05-17,154,38,17,0,209
2011-05-18,180,28,5,0,213
2011-05-19,196,80,42,0,318
2011-05-20,174,86,44,0,304
2011-05-21,200,56,10,0,266
2011-05-22,211,48,5,0,264
2011-05-23,214,67,1,0,282
2011-05-24,232,83,2,0,317
2011-05-25,256,91,12,0,359
2011-05-26,266,80,11,0,357
2011-05-27,190,53,4,0,247
2011-05-28,202,45,15,0,262
2011-05-29,288,36,9,0,333
2011-05-30,330,30,6,0,366
2011-05-31,483,20,2,0,505
2011-06-01,472,4,1,0,477
2011-06-02,292,94,4,0,390
2011-06-03,367,75,1,0,443
2011-06-04,358,65,17,0,440
2011-06-05,292,161,31,0,484
2011-06-06,247,311,63,0,621
2011-06-07,239,213,107,0,559
2011-06-08,339,169,109,0,617
2011-06-09,311,144,79,0,534
2011-06-10,271,192,30,0,493
2011-06-11,362,224,15,0,601
2011-06-12,360,200,19,0,579
2011-06-13,247,214,26,0,487
2011-06-14,136,253,15,0,404
2011-06-15,237,22,7,0,266
2011-06-16,158,17,5,0,180
2011-06-17,238,14,4,0,256
2011-06-18,209,43,3,0,255
2011-06-19,207,43,12,0,262
2011-06-20,177,39,10,0,226
2011-06-21,140,70,28,0,238
2011-06-22,193,22,11,0,226
2011-06-23,69,28,3,0,100
2011-06-24,93,46,12,0,151
2011-06-25,196,29,2,0,227
2011-06-26,272,44,18,0,334
2011-06-27,313,87,42,0,442
2011-06-28,279,93,38,0,410
2011-06-29,194,69,6,0,269
2011-06-30,289,40,18,0,347
2011-07-01,201,91,68,0,360
2011-07-02,408,72,52,0,532
2011-07-03,292,55,22,0,369
2011-07-04,192,107,19,0,318
2011-07-05,253,37,2,0,292
2011-07-06,167,9,2,0,178
2011-07-07,142,21,4,0,167
2011-07-08,212,25,0,0,237
2011-07-09,270,26,1,0,297
2011-07-10,335,51,0,0,386
2011-07-11,247,33,0,0,280
2011-07-12,75,4,0,0,79
2011-07-13,62,14,2,0,78
2011-07-14,153,9,5,0,167
2011-07-15,161,5,3,0,169
2011-07-16,63,9,6,0,78
2011-07-17,200,55,8,0,263
2011-07-18,168,82,22,0,272
2011-07-19,37,51,71,0,159
2011-07-20,75,70,1,0,146
2011-07-21,4,1,0,0,5
2011-07-22,7,1,0,0,8
2011-07-23,11,2,0,0,13
2011-07-24,13,2,2,0,17
2011-07-25,43,17,3,0,63
2011-07-26,116,50,15,0,181
2011-07-27,218,70,20,0,308
2011-07-28,149,5,6,0,160
2011-07-29,120,4,0,0,124
2011-07-30,36,1,1,0,38
2011-07-31,52,0,2,0,54
2011-08-01,63,10,13,0,86
2011-08-02,23,24,0,0,47
2011-08-03,54,8,0,0,62
2011-08-04,56,15,1,0,72
2011-08-05,26,4,3,0,33
2011-08-06,58,3,1,0,62
2011-08-07,151,10,4,0,165
2011-08-08,13,3,2,0,18
2011-08-09,80,2,1,0,83
2011-08-10,44,2,4,0,50
2011-08-11,37,4,3,0,44
2011-08-12,34,6,0,0,40
2011-08-13,28,5,2,0,35
2011-08-14,5,1,1,0,7
2011-08-15,19,6,2,0,27
2011-08-16,53,5,2,0,60
2011-08-17,45,3,0,0,48
2011-08-18,98,3,0,0,101
2011-08-19,136,2,4,0,142
2011-08-20,192,3,0,0,195
2011-08-21,15,3,0,0,18
2011-08-22,45,4,3,0,52
2011-08-23,68,54,24,0,146
2011-08-24,143,130,28,0,301
2011-08-25,217,40,38,0,295
2011-08-26,329,54,7,0,390
2011-08-27,336,61,3,0,400
2011-08-28,149,12,1,0,162
2011-08-29,114,9,0,0,123
2011-08-30,122,24,2,0,148
2011-08-31,195,81,0,0,276
2011-09-01,313,42,2,0,357
2011-09-02,203,9,1,0,213
2011-09-03,137,19,3,0,159
2011-09-04,83,22,16,0,121
2011-09-05,65,34,27,0,126
2011-09-06,67,52,16,0,135
2011-09-07,166,47,5,0,218
2011-09-08,188,50,10,0,248
2011-09-09,85,85,10,0,180
2011-09-10,77,65,13,0,155
2011-09-11,102,59,17,0,178
2011-09-12,179,48,7,0,234
2011-09-13,220,69,1,0,290
2011-09-14,79,2,0,0,81
2011-09-15,73,4,0,0,77
2011-09-16,45,0,0,0,45
2011-09-17,9,0,0,0,9
2011-09-18,5,0,0,0,5
2011-09-19,1,1,0,0,2
2011-09-20,2,0,0,0,2
2011-09-21,5,0,0,0,5
2011-09-22,8,1,0,0,9
2011-09-23,15,3,0,0,18
2011-09-24,26,5,2,0,33
2011-09-25,81,8,4,0,93
2011-09-26,45,10,2,0,57
2011-09-27,60,2,0,0,62
2011-09-28,96,11,1,0,108
2011-09-29,24,5,1,0,30
2011-09-30,13,3,0,0,16
2011-10-01,23,3,0,0,26
2011-10-02,18,0,0,0,18
2011-10-03,30,5,0,0,35
2011-10-04,20,1,0,0,21
2011-10-05,22,5,0,0,27
2011-10-06,82,4,1,0,87
2011-10-07,52,0,0,0,52
2011-10-08,22,1,0,0,23
2011-10-09,57,0,0,0,57
2011-10-10,48,0,0,0,48
2011-10-11,13,0,0,0,13
2011-10-12,1,0,0,0,1
2011-10-13,6,1,0,0,7
2011-10-14,5,2,0,0,7
2011-10-15,9,0,0,0,9
2011-10-16,2,0,0,0,2
2011-10-17,5,0,0,0,5
2011-10-18,16,2,0,0,18
2011-10-19,21,3,0,0,24
2011-10-20,7,2,0,0,9
2011-10-21,6,0,0,0,6
2011-10-22,12,0,0,0,12
2011-10-23,12,1,0,0,13
2011-10-24,6,0,0,0,6
2011-10-25,25,0,0,0,25
2011-10-26,5,0,0,0,5
2011-10-27,8,0,0,0,8
2011-10-28,3,0,0,0,3
2011-10-29,1,0,0,0,1
2011-10-30,1,0,0,0,1
2011-10-31,11,0,0,0,11
2011-11-01,9,0,0,0,9
2011-11-02,22,6,0,0,28
2011-11-03,4,3,0,0,7
2011-11-04,8,0,0,0,8
2011-11-05,4,0,0,0,4
2011-11-06,1,0,0,0,1
2011-11-08,1,0,0,0,1
2011-11-09,1,0,0,0,1
2011-11-10,3,0,0,0,3
2011-11-11,4,1,0,0,5
2011-11-12,1,0,0,0,1
2011-11-14,2,0,0,0,2
2011-11-15,3,0,0,0,3
2011-11-16,1,0,0,0,1
2011-11-17,2,0,0,0,2
2011-11-19,1,0,0,0,1
2011-11-23,2,0,0,0,2
2011-11-24,1,0,0,0,1
2011-11-26,1,0,0,0,1
2011-11-28,1,0,0,0,1
2011-11-29,1,0,0,0,1
2011-11-30,4,0,0,0,4
2011-12-01,10,0,0,0,10
2011-12-02,1,0,0,0,1
2011-12-05,1,0,0,0,1
2011-12-07,2,0,0,0,2
2011-12-09,1,0,0,0,1
2011-12-10,1,0,0,0,1
2011-12-11,1,0,0,0,1
2011-12-12,1,0,0,0,1
2011-12-13,3,0,0,0,3
2011-12-18,1,0,0,0,1
2011-12-19,1,0,0,0,1
2011-12-20,1,0,0,0,1
2011-12-22,1,0,0,0,1
2011-12-29,3,0,0,0,3
2011-12-30,1,0,0,0,1
2011-12-31,2,1,0,0,3
2012-01-02,1,0,0,0,1
2012-01-03,4,3,0,0,7
2012-01-04,4,0,0,0,4
2012-01-05,5,0,0,0,5
2012-01-06,6,0,0,0,6
2012-01-07,1,0,0,0,1
2012-01-08,1,0,0,0,1
2012-01-11,1,0,0,0,1
2012-01-12,2,0,0,0,2
2012-01-13,1,1,0,0,2
2012-01-14,2,0,0,0,2
2012-01-15,2,0,0,0,2
2012-01-16,3,0,0,0,3
2012-01-17,3,0,0,0,3
2012-01-18,3,0,0,0,3
2012-01-19,2,0,0,0,2
2012-01-20,1,1,0,0,2
2012-01-23,1,0,0,0,1
2012-01-26,2,0,0,0,2
2012-01-27,2,0,0,0,2
2012-01-28,3,1,0,0,4
2012-01-29,23,0,0,0,23
2012-01-30,11,0,0,0,11
2012-01-31,10,0,1,0,11
2012-02-01,1,0,0,0,1
2012-02-02,8,0,0,0,8
2012-02-03,2,0,0,0,2
2012-02-05,1,0,0,0,1
2012-02-07,3,0,0,0,3
2012-02-08,4,0,0,0,4
2012-02-10,2,0,0,0,2
2012-02-11,1,0,0,0,1
2012-02-15,1,0,0,0,1
2012-02-20,2,0,0,0,2
2012-02-21,3,0,0,0,3
2012-02-22,3,0,0,0,3
2012-02-23,1,3,0,0,4
2012-02-24,5,3,0,0,8
2012-02-25,6,0,0,0,6
2012-02-26,18,8,0,0,26
2012-02-27,21,0,0,0,21
2012-02-29,3,0,0,0,3
2012-03-01,4,0,0,0,4
2012-03-02,1,0,0,0,1
2012-03-03,4,0,0,0,4
2012-03-04,6,0,0,0,6
2012-03-05,31,1,0,0,32
2012-03-06,89,1,0,0,90
2012-03-07,5,0,0,0,5
2012-03-08,5,0,0,0,5
2012-03-09,12,2,0,0,14
2012-03-10,4,2,0,0,6
2012-03-11,1,0,0,0,1
2012-03-12,1,0,0,0,1
2012-03-13,6,9,0,0,15
2012-03-14,9,0,0,0,9
2012-03-15,5,0,0,0,5
2012-03-16,9,0,0,0,9
2012-03-17,3,0,0,0,3
2012-03-18,1,0,0,0,1
2012-03-19,1,0,0,0,1
2012-03-20,4,1,0,0,5
2012-03-21,2,0,0,0,2
2012-03-22,3,0,0,0,3
2012-03-23,1,0,0,0,1
2012-03-24,5,0,0,0,5
2012-03-25,8,0,0,0,8
2012-03-26,12,9,1,0,22
2012-03-27,19,1,2,0,22
2012-03-28,33,1,0,0,34
2012-03-29,14,0,0,0,14
2012-03-30,28,17,4,0,49
2012-03-31,47,2,1,0,50
2012-04-01,87,3,0,0,90
2012-04-02,108,9,0,0,117
2012-04-03,30,0,0,0,30
2012-04-04,22,31,0,0,53
2012-04-05,17,10,0,0,27
2012-04-06,36,27,0,0,63
2012-04-07,31,46,30,0,107
2012-04-08,17,9,2,0,28
2012-04-09,10,6,1,0,17
2012-04-10,22,1,2,0,25
2012-04-11,39,11,2,0,52
2012-04-12,27,2,2,0,31
2012-04-13,1,42,26,0,69
2012-04-14,33,10,39,0,82
2012-04-15,28,0,0,0,28
2012-04-16,70,0,0,0,70
2012-04-17,45,0,0,0,45
2012-04-18,33,0,0,0,33
2012-04-19,104,3,0,0,107
2012-04-20,15,1,0,0,16
2012-04-21,18,3,0,0,21
2012-04-22,33,3,0,0,36
2012-04-23,53,0,0,0,53
2012-04-24,5,0,0,0,5
2012-04-25,15,2,0,0,17
2012-04-26,2,0,0,0,2
2012-04-27,35,1,0,0,36
2012-04-28,40,1,0,0,41
2012-04-29,18,0,0,0,18
2012-04-30,118,0,0,0,118
2012-05-01,136,0,0,0,136
2012-05-02,107,16,25,0,148
2012-05-03,83,0,0,0,83
2012-05-04,71,12,0,0,83
2012-05-05,105,15,0,0,120
2012-05-06,5,0,0,0,5
2012-05-07,5,0,0,0,5
2012-05-08,38,0,0,0,38
2012-05-09,38,0,0,0,38
2012-05-10,24,1,0,0,25
2012-05-11,17,45,0,0,62
2012-05-12,31,38,0,0,69
2012-05-13,117,32,3,0,152
2012-05-14,337,48,3,0,388
2012-05-15,275,141,0,0,416
2012-05-16,228,91,0,0,319
2012-05-17,174,15,0,0,189
2012-05-18,393,16,0,0,409
2012-05-19,348,76,0,0,424
2012-05-20,417,12,1,0,430
2012-05-21,383,8,0,0,391
2012-05-22,225,4,0,0,229
2012-05-23,151,23,18,0,192
2012-05-24,103,56,77,0,236
2012-05-25,194,172,50,0,416
2012-05-26,322,34,4,0,360
2012-05-27,343,9,5,0,357
2012-05-28,243,105,2,0,350
2012-05-29,237,35,5,0,277
2012-05-30,257,24,4,0,285
2012-05-31,241,43,7,0,291
2012-06-01,109,8,5,0,122
2012-06-02,145,24,6,0,175
2012-06-03,154,10,1,0,165
2012-06-04,158,23,0,0,181
2012-06-05,51,9,1,0,61
2012-06-06,115,22,2,0,139
2012-06-07,64,7,0,0,71
2012-06-08,92,6,0,0,98
2012-06-09,201,38,11,0,250
2012-06-10,253,64,41,0,358
2012-06-11,219,70,36,0,325
2012-06-12,341,15,2,0,358
2012-06-13,234,17,6,0,257
2012-06-14,83,7,0,0,90
2012-06-15,59,0,0,0,59
2012-06-16,34,0,0,0,34
2012-06-17,60,5,4,0,69
2012-06-18,66,15,3,0,84
2012-06-19,189,8,2,0,199
2012-06-20,300,10,1,0,311
2012-06-21,302,9,1,0,312
2012-06-22,302,29,1,0,332
2012-06-23,329,138,5,0,472
2012-06-24,233,110,4,0,347
2012-06-25,183,125,3,0,311
2012-06-26,229,241,2,0,472
2012-06-27,237,208,75,0,520
2012-06-28,448,61,6,0,515
2012-06-29,481,104,16,0,601
2012-06-30,344,111,13,0,468
2012-07-01,286,117,7,0,410
2012-07-02,269,120,29,0,418
2012-07-03,304,157,40,0,501
2012-07-04,318,82,26,0,426
2012-07-05,377,72,8,0,457
2012-07-06,320,302,0,0,622
2012-07-07,375,85,0,0,460
2012-07-08,183,68,0,0,251
2012-07-09,257,45,3,0,305
2012-07-10,322,80,22,0,424
2012-07-11,381,31,23,0,435
2012-07-12,476,47,40,0,563
2012-07-13,421,92,34,0,547
2012-07-14,389,53,13,0,455
2012-07-15,319,50,3,0,372
2012-07-16,230,34,4,0,268
2012-07-17,91,62,13,0,166
2012-07-18,282,64,1,0,347
2012-07-19,327,147,3,0,477
2012-07-20,205,2,5,0,212
2012-07-21,128,32,6,0,166
2012-07-22,177,43,3,0,223
2012-07-23,166,29,0,0,195
2012-07-24,287,18,1,0,306
2012-07-25,181,49,0,0,230
2012-07-26,309,17,1,0,327
2012-07-27,323,79,4,0,406
2012-07-28,342,58,5,0,405
2012-07-29,202,32,1,0,235
2012-07-30,241,112,3,0,356
2012-07-31,299,93,12,0,404
2012-08-01,170,6,0,0,176
2012-08-02,178,7,1,0,186
2012-08-03,221,32,3,0,256
2012-08-04,277,16,3,0,296
2012-08-05,156,16,2,0,174
2012-08-06,176,13,1,0,190
2012-08-07,371,32,1,0,404
2012-08-08,240,36,6,0,282
2012-08-09,272,126,8,0,406
2012-08-10,269,205,2,0,476
2012-08-11,315,172,6,0,493
2012-08-12,334,72,9,0,415
2012-08-13,306,86,5,0,397
2012-08-14,225,76,31,0,332
2012-08-15,278,89,50,0,417
2012-08-16,306,144,60,0,510
2012-08-17,139,178,75,0,392
2012-08-18,247,137,32,0,416
2012-08-19,331,36,19,0,386
2012-08-20,277,103,16,0,396
2012-08-21,156,74,11,0,241
2012-08-22,226,52,2,0,280
2012-08-23,234,36,2,0,272
2012-08-24,130,51,17,0,198
2012-08-25,83,39,17,0,139
2012-08-26,182,48,18,0,248
2012-08-27,228,130,8,0,366
2012-08-28,167,201,14,0,382
2012-08-29,211,186,48,0,445
2012-08-30,365,98,32,0,495
2012-08-31,282,133,12,0,427
2012-09-01,150,61,0,0,211
2012-09-02,211,52,5,0,268
2012-09-03,289,37,5,0,331
2012-09-04,87,34,31,0,152
2012-09-05,198,16,9,0,223
2012-09-06,275,18,1,0,294
2012-09-07,266,18,0,0,284
2012-09-08,205,14,0,0,219
2012-09-09,64,12,1,0,77
2012-09-10,138,51,5,0,194
2012-09-11,169,54,3,0,226
2012-09-12,213,29,3,0,245
2012-09-13,132,24,2,0,158
2012-09-14,163,23,1,0,187
2012-09-15,227,41,21,0,289
2012-09-16,132,102,70,0,304
2012-09-17,211,33,63,0,307
2012-09-18,217,20,2,0,239
2012-09-19,113,46,6,0,165
2012-09-20,166,62,17,0,245
2012-09-21,206,68,7,0,281
2012-09-22,329,63,35,0,427
2012-09-23,125,51,32,0,208
2012-09-24,160,88,7,0,255
2012-09-25,404,37,2,0,443
2012-09-26,305,14,1,0,320
2012-09-27,137,42,1,0,180
2012-09-28,142,44,1,0,187
2012-09-29,191,2,0,0,193
2012-09-30,135,28,1,0,164
2012-10-01,117,2,0,0,119
2012-10-02,72,0,0,0,72
2012-10-03,135,5,0,0,140
2012-10-04,188,1,0,0,189
2012-10-05,18,0,0,0,18
2012-10-06,6,0,0,0,6
2012-10-07,3,0,0,0,3
2012-10-08,9,0,0,0,9
2012-10-09,13,0,0,0,13
2012-10-10,61,1,0,0,62
2012-10-11,6,0,0,0,6
2012-10-12,3,0,0,0,3
2012-10-13,3,0,0,0,3
2012-10-14,84,0,0,0,84
2012-10-18,3,0,0,0,3
2012-10-19,9,1,0,0,10
2012-10-20,30,0,0,0,30
2012-10-21,1,1,0,0,2
2012-10-22,6,1,0,0,7
2012-10-23,2,1,0,0,3
2012-10-24,4,0,0,0,4
2012-10-25,1,0,0,0,1
2012-10-26,1,1,0,0,2
2012-10-27,2,1,0,0,3
2012-10-28,6,0,0,0,6
2012-10-29,18,1,0,0,19
2012-10-30,14,0,0,0,14
2012-10-31,5,0,0,0,5
2012-11-01,11,0,0,0,11
2012-11-02,9,0,0,0,9
2012-11-03,1,0,0,0,1
2012-11-04,0,1,0,0,1
2012-11-05,2,3,0,0,5
2012-11-06,1,0,0,0,1
2012-11-07,3,1,0,0,4
2012-11-08,16,0,0,0,16
2012-11-09,3,0,0,0,3
2012-11-10,4,0,0,0,4
2012-11-11,1,0,0,0,1
2012-11-12,2,0,0,0,2
2012-11-14,2,0,0,0,2
2012-11-15,1,0,0,0,1
2012-11-16,53,0,0,0,53
2012-11-17,1,0,0,0,1
2012-11-19,3,0,0,0,3
2012-11-20,1,0,0,0,1
2012-11-21,4,0,0,0,4
2012-11-23,0,1,0,0,1
2012-11-24,3,0,0,0,3
2012-11-26,1,0,0,0,1
2012-11-28,1,0,0,0,1
2012-11-29,1,0,0,0,1
2012-11-30,1,0,0,0,1
2012-12-01,1,0,0,0,1
2012-12-02,2,0,0,0,2
2012-12-03,1,0,0,0,1
2012-12-05,1,0,0,0,1
2012-12-12,3,0,0,0,3
2012-12-14,1,0,0,0,1
2012-12-18,4,1,0,0,5
2012-12-19,1,0,0,0,1
2012-12-21,2,0,0,0,2
2012-12-22,1,0,0,0,1
2012-12-24,1,0,0,0,1
2012-12-29,1,0,0,0,1
2013-01-03,1,0,0,0,1
2013-01-07,1,0,0,0,1
2013-01-12,7,0,0,0,7
2013-01-18,2,0,0,0,2
2013-01-20,1,0,0,0,1
2013-01-21,5,0,0,0,5
2013-01-22,2,0,0,0,2
2013-01-23,12,0,0,0,12
2013-01-24,7,1,0,0,8
2013-01-25,6,0,0,0,6
2013-01-26,1,0,0,0,1
2013-01-27,4,0,0,0,4
2013-01-28,0,1,0,0,1
2013-02-01,2,3,0,0,5
2013-02-02,5,1,0,0,6
2013-02-03,3,0,0,0,3
2013-02-04,2,0,0,0,2
2013-02-05,5,0,0,0,5
2013-02-06,4,0,0,0,4
2013-02-07,2,0,0,0,2
2013-02-08,2,0,0,0,2
2013-02-09,2,0,0,0,2
2013-02-10,4,0,0,0,4
2013-02-11,5,0,0,0,5
2013-02-13,2,0,0,0,2
2013-02-15,9,0,0,0,9
2013-02-16,2,0,0,0,2
2013-02-17,4,1,0,0,5
2013-02-18,4,0,0,0,4
2013-02-21,3,0,0,0,3
2013-02-23,17,0,0,0,17
2013-02-24,32,6,0,0,38
2013-02-25,3,0,0,0,3
2013-02-26,2,0,0,0,2
2013-02-27,4,0,0,0,4
2013-02-28,3,0,0,0,3
2013-03-01,0,1,0,0,1
2013-03-02,2,1,0,0,3
2013-03-03,1,0,0,0,1
2013-03-04,3,0,0,0,3
2013-03-05,6,0,0,0,6
2013-03-06,2,0,0,0,2
2013-03-07,16,1,0,0,17
2013-03-08,6,1,0,0,7
2013-03-09,4,0,0,0,4
2013-03-10,9,0,0,0,9
2013-03-12,0,1,0,0,1
2013-03-13,10,0,0,0,10
2013-03-14,24,1,0,0,25
2013-03-15,18,1,0,0,19
2013-03-16,9,0,0,0,9
2013-03-17,4,0,0,0,4
2013-03-18,1,0,0,0,1
2013-03-19,7,0,0,0,7
2013-03-20,8,0,0,0,8
2013-03-21,9,0,0,0,9
2013-03-22,3,0,0,0,3
2013-03-23,23,0,0,0,23
2013-03-24,33,0,0,0,33
2013-03-25,104,0,0,0,104
2013-03-26,7,0,0,0,7
2013-03-27,24,0,0,0,24
2013-03-28,31,0,0,0,31
2013-03-29,46,1,0,0,47
2013-03-30,29,0,0,0,29
2013-03-31,6,0,0,0,6
2013-04-01,5,0,0,0,5
2013-04-02,6,0,0,0,6
2013-04-03,8,1,0,0,9
2013-04-04,28,0,0,0,28
2013-04-05,4,1,0,0,5
2013-04-06,16,0,0,0,16
2013-04-07,10,0,0,0,10
2013-04-08,41,0,0,0,41
2013-04-09,184,0,0,0,184
2013-04-10,86,0,0,0,86
2013-04-11,28,1,0,0,29
2013-04-12,18,0,11,0,29
2013-04-13,95,0,0,0,95
2013-04-14,64,18,18,0,100
2013-04-15,145,0,18,0,163
2013-04-16,134,12,1,0,147
2013-04-17,141,8,0,0,149
2013-04-18,130,80,0,0,210
2013-04-19,69,11,0,0,80
2013-04-20,84,0,0,0,84
2013-04-21,134,0,0,0,134
2013-04-22,114,43,0,0,157
2013-04-23,169,1,0,0,170
2013-04-24,23,0,0,0,23
2013-04-25,15,2,1,0,18
2013-04-26,5,0,1,0,6
2013-04-27,111,5,0,0,116
2013-04-28,108,4,0,0,112
2013-04-29,40,11,0,0,51
2013-04-30,72,0,0,0,72
2013-05-01,85,18,0,0,103
2013-05-02,57,24,6,0,87
2013-05-03,38,9,0,0,47
2013-05-04,44,3,0,0,47
2013-05-05,182,1,2,0,185
2013-05-06,66,14,0,0,80
2013-05-07,106,11,0,0,117
2013-05-08,169,7,0,0,176
2013-05-09,187,12,0,0,199
2013-05-10,202,20,1,0,223
2013-05-11,171,20,0,0,191
2013-05-12,68,1,0,0,69
2013-05-13,9,2,0,0,11
2013-05-14,85,2,0,0,87
2013-05-15,142,0,0,0,142
2013-05-16,153,8,0,0,161
2013-05-17,193,3,0,0,196
2013-05-18,175,24,1,0,200
2013-05-19,204,26,0,0,230
2013-05-20,307,29,14,0,350
2013-05-21,273,36,48,0,357
2013-05-22,69,17,0,0,86
2013-05-23,23,2,18,0,43
2013-05-24,143,17,0,0,160
2013-05-25,61,2,0,0,63
2013-05-26,1,0,0,0,1
2013-05-27,6,1,0,0,7
2013-05-28,4,1,0,0,5
2013-05-29,6,0,0,0,6
2013-05-31,142,15,3,0,160
2013-06-01,68,9,3,0,80
2013-06-02,57,6,0,0,63
2013-06-03,78,12,1,0,91
2013-06-04,41,15,0,0,56
2013-06-05,49,9,2,0,60
2013-06-06,32,6,1,0,39
2013-06-07,80,5,0,0,85
2013-06-08,22,9,0,0,31
2013-06-09,57,8,1,0,66
2013-06-10,44,7,0,0,51
2013-06-11,85,20,4,0,109
2013-06-12,175,62,11,0,248
2013-06-13,286,55,3,0,344
2013-06-14,263,27,1,0,291
2013-06-15,171,30,7,0,208
2013-06-16,48,20,0,0,68
2013-06-17,79,12,0,0,91
2013-06-18,198,33,5,0,236
2013-06-19,291,22,8,0,321
2013-06-20,268,55,21,0,344
2013-06-21,373,62,20,0,455
2013-06-22,296,48,27,0,371
2013-06-23,314,100,31,0,445
2013-06-24,488,137,0,0,625
2013-06-25,304,26,2,0,332
2013-06-26,342,36,6,0,384
2013-06-27,356,28,4,0,388
2013-06-28,203,61,29,0,293
